filename,species,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80,x81,y81,x82,y82,x83,y83,x84,y84,x85,y85,x86,y86,x87,y87,x88,y88,x89,y89,x90,y90,x91,y91,x92,y92,x93,y93,x94,y94,x95,y95,x96,y96,x97,y97,x98,y98,x99,y99,x100,y100,x101,y101,x102,y102
Centropodia_0000_Layer 1.jpg,Centropodia_glauca,118.25,360.75,110.5,347.1363,108.5,340.1011,112.5748,333.9252,117.4281,328.0719,122.2815,322.2185,127.4277,317.0723,132.2811,311.2189,136.5,305.1028,141.9878,299.5122,147.8411,294.6589,151.9873,288.5127,156.8407,282.6593,161.694,276.806,166.5474,270.9526,171.4007,265.0993,176.3593,259.5,181.4003,254.0997,186.2537,248.2463,191.3999,243.1001,196.2533,237.2467,201.5,231.5563,206.5,226.3495,211.8133,220.6867,217.3738,215.1262,222.2271,209.2729,228.0805,204.4195,232.9338,198.5662,237.0801,192.4199,241.9334,186.5666,246.7868,180.7132,250.933,174.567,255.7864,168.7136,259.9326,162.5674,265.4931,157.0069,270.3464,151.1536,275.9069,145.5931,280.0531,139.4469,284.1994,133.3006,289.0527,127.4473,293.9061,121.5939,298.7594,115.7406,303.9056,110.5944,309.4661,105.0339,314.6123,99.8877,320.4657,95.0343,326.0261,89.4739,330.8795,83.6205,335.7328,77.7672,340.5862,71.9138,346.1467,66.3533,352.0,61.5,133.716,365.784,140.5533,362.9467,146.5,358.5689,151.5,352.6273,156.5,346.6858,161.5,340.7443,166.6394,334.8606,171.5,328.8613,176.7873,323.5,181.5,317.564,186.0598,311.4402,191.5,306.2668,195.5629,299.9371,200.5,293.9696,205.4802,288.0198,209.0246,281.4754,213.9832,275.5168,218.9419,269.5581,223.9005,263.5995,228.5,257.492,232.4036,251.0964,237.3623,245.1377,240.9067,238.5933,245.1582,232.3418,248.5,225.7134,252.2471,219.2529,256.4986,213.0014,260.5,206.6462,264.2946,200.2054,267.839,193.661,272.5,187.579,276.3421,181.1579,280.5936,174.9064,284.5,168.5118,287.6825,161.8175,291.934,155.566,296.1856,149.3144,300.4371,143.0629,303.9815,136.5185,308.2331,130.2669,312.4846,124.0154,316.5,117.666,319.5735,110.9265,323.825,104.675,328.5,98.5988,332.3281,92.1719,336.5796,85.9204,341.5383,79.9617,346.4969,74.0031,350.7485,67.7515
Centropodia_0000_Layer 1.tif,Centropodia_glauca,118.25,360.75,110.5,347.1363,108.5,340.1011,112.5748,333.9252,117.4281,328.0719,122.2815,322.2185,127.4277,317.0723,132.2811,311.2189,136.5,305.1028,141.9878,299.5122,147.8411,294.6589,151.9873,288.5127,156.8407,282.6593,161.694,276.806,166.5474,270.9526,171.4007,265.0993,176.3593,259.5,181.4003,254.0997,186.2537,248.2463,191.3999,243.1001,196.2533,237.2467,201.5,231.5563,206.5,226.3495,211.8133,220.6867,217.3738,215.1262,222.2271,209.2729,228.0805,204.4195,232.9338,198.5662,237.0801,192.4199,241.9334,186.5666,246.7868,180.7132,250.933,174.567,255.7864,168.7136,259.9326,162.5674,265.4931,157.0069,270.3464,151.1536,275.9069,145.5931,280.0531,139.4469,284.1994,133.3006,289.0527,127.4473,293.9061,121.5939,298.7594,115.7406,303.9056,110.5944,309.4661,105.0339,314.6123,99.8877,320.4657,95.0343,326.0261,89.4739,330.8795,83.6205,335.7328,77.7672,340.5862,71.9138,346.1467,66.3533,352.0,61.5,133.716,365.784,140.5533,362.9467,146.5,358.5689,151.5,352.6273,156.5,346.6858,161.5,340.7443,166.6394,334.8606,171.5,328.8613,176.7873,323.5,181.5,317.564,186.0598,311.4402,191.5,306.2668,195.5629,299.9371,200.5,293.9696,205.4802,288.0198,209.0246,281.4754,213.9832,275.5168,218.9419,269.5581,223.9005,263.5995,228.5,257.492,232.4036,251.0964,237.3623,245.1377,240.9067,238.5933,245.1582,232.3418,248.5,225.7134,252.2471,219.2529,256.4986,213.0014,260.5,206.6462,264.2946,200.2054,267.839,193.661,272.5,187.579,276.3421,181.1579,280.5936,174.9064,284.5,168.5118,287.6825,161.8175,291.934,155.566,296.1856,149.3144,300.4371,143.0629,303.9815,136.5185,308.2331,130.2669,312.4846,124.0154,316.5,117.666,319.5735,110.9265,323.825,104.675,328.5,98.5988,332.3281,92.1719,336.5796,85.9204,341.5383,79.9617,346.4969,74.0031,350.7485,67.7515
Centropodia_0001_Layer 2.jpg,Centropodia_glauca,293.25,441.25,285.3048,421.1952,288.5237,413.9763,293.864,407.636,300.2043,402.2957,306.5446,396.9554,313.1778,392.3222,319.811,387.689,326.6282,383.5,333.3703,379.1297,340.2964,375.2036,346.9296,370.5704,353.7959,366.5,360.4889,362.0111,367.1726,357.5,373.7553,352.7447,380.5494,348.5,387.0217,343.4783,393.362,338.138,399.9931,333.5,405.4744,327.5,411.6758,321.8242,418.3089,317.1911,424.9182,312.5,431.2824,307.2176,438.2085,303.2915,445.1346,299.3654,451.4749,294.0251,458.1529,289.5,465.0342,285.4658,471.6674,280.8326,478.5935,276.9065,485.5196,272.9804,491.8599,267.6401,498.786,263.714,505.4191,259.0809,511.7594,253.7406,518.5553,249.5,525.0258,244.4742,531.5178,239.5,537.9993,234.5007,544.9254,230.5746,551.5586,225.9414,557.8989,220.6011,564.2392,215.2608,570.2866,209.2134,576.6269,203.8731,582.9672,198.5328,589.8933,194.6067,595.9407,188.5593,602.3974,183.5,609.5,183.0,311.0797,452.5,318.331,449.5,325.168,445.5,332.2965,442.2035,339.2563,438.5,346.3589,435.1411,352.9508,430.5492,359.8356,426.6644,366.6046,422.5,373.4416,418.5,380.1971,414.3029,386.7889,409.7111,393.3808,405.1192,399.6798,399.8202,405.9788,394.5212,412.2778,389.2222,418.8157,384.5,425.1687,379.3313,430.6614,373.5,436.7667,367.7333,443.3586,363.1414,449.6576,357.8424,455.6637,351.8363,461.9627,346.5373,468.2617,341.2383,473.5607,334.9393,479.1526,329.3474,485.1587,323.3413,491.1648,317.3352,496.4637,311.0363,501.5,304.6284,506.6475,298.8525,511.9465,292.5535,517.9526,286.5474,524.2516,281.2484,530.5506,275.9494,536.5567,269.9433,541.8557,263.6443,548.1547,258.3453,553.4537,252.0463,560.0456,247.4544,565.3446,241.1554,570.6436,234.8564,575.9426,228.5574,581.2416,222.2584,585.8335,215.6665,591.1324,209.3676,595.0172,202.4828,599.5,195.8457,604.201,189.299
Chaetium bromoides_0000_Layer 1.jpg,Chaetium_bromoides,37.25,810.75,38.9561,781.5439,54.1194,766.3806,69.8684,752.6316,85.6175,738.8825,101.3665,725.1335,117.1634,711.5,132.8646,697.6354,148.6136,683.8864,164.0698,669.4302,179.5259,654.9741,195.275,641.225,210.4382,626.0618,225.8944,611.6056,241.0576,596.4424,256.2209,581.2791,271.9699,567.5301,287.4261,553.0739,302.5893,537.9107,318.0455,523.4545,333.7945,509.7055,349.3545,495.5,365.2926,482.2074,380.7487,467.7513,396.2049,453.2951,411.661,438.839,427.5799,425.5,443.452,412.048,458.9081,397.5919,474.6572,383.8428,490.1603,369.5,505.8624,355.6376,521.0256,340.4744,536.2671,325.5,551.9379,311.5621,567.1012,296.3988,582.8502,282.6498,597.5992,267.9008,612.7625,252.7375,628.5115,238.9885,643.6748,223.8252,659.7167,210.7833,675.1729,196.3271,690.3361,181.1639,705.7923,166.7077,721.5413,152.9587,736.2903,138.2097,752.0394,124.4606,767.7884,110.7116,783.5375,96.9625,799.5794,83.9206,816.5,76.0,66.0159,811.4841,82.0318,798.4682,97.7548,784.7452,114.0635,772.4365,130.0794,759.4206,145.8024,745.6976,161.5254,731.9746,176.9555,717.5445,192.6785,703.8215,208.4015,690.0985,224.176,676.5,240.1404,663.3596,255.8634,649.6366,271.5864,635.9136,287.0165,621.4835,302.1537,606.3463,317.8766,592.6234,333.0139,577.4861,347.444,562.056,361.8741,546.6259,376.597,531.903,391.0271,516.4729,406.1643,501.3357,421.3016,486.1984,436.4388,471.0612,451.8689,456.6311,467.299,442.201,483.0219,428.4781,499.0378,415.4622,514.175,400.325,529.3122,385.1878,544.4494,370.0506,559.5867,354.9133,574.7239,339.7761,589.8611,324.6389,604.2912,309.2088,617.307,293.193,631.03,277.47,644.753,261.747,659.8902,246.6098,673.6132,230.8868,688.0433,215.4567,703.1805,200.3195,718.3177,185.1823,732.7478,169.7522,747.1779,154.3221,761.608,138.892,776.7452,123.7548,791.1753,108.3247,804.8983,92.6017
Chaetium bromoides_0001_Layer 2.jpg,Chaetium_bromoides,103.75,1849.25,121.2366,1796.5,157.6275,1763.8725,193.7948,1730.7052,230.1337,1699.3663,267.2542,1668.5,303.5186,1636.9814,340.5646,1605.9354,375.439,1571.061,409.8992,1536.6008,444.0665,1501.4335,479.2339,1467.2661,514.987,1434.513,549.5685,1398.9315,584.7358,1364.7642,621.4889,1333.0111,656.5,1298.1933,691.4093,1265.0907,727.2837,1231.2163,761.7439,1196.7561,796.9112,1162.5888,831.6643,1128.8357,866.2459,1093.2541,903.1706,1063.3294,936.9237,1028.5763,970.9696,994.5304,1006.7227,961.7773,1041.8901,927.6099,1075.3503,892.1497,1110.2247,857.2753,1146.5544,824.5,1182.438,792.062,1220.0698,762.4302,1257.1158,731.3842,1294.7475,701.7525,1331.7935,670.7065,1367.9609,637.5391,1404.2997,606.2003,1439.7599,572.7401,1475.9273,539.5727,1512.559,508.941,1549.0192,476.4808,1585.1866,443.3134,1620.3539,409.1461,1655.8141,375.6859,1689.5672,340.9328,1725.3203,308.1797,1760.7805,274.7195,1796.6549,240.8451,1832.7009,208.7991,1868.0398,176.4602,1903.5,146.0,156.7641,1835.7359,194.8683,1807.5,232.7568,1778.7432,269.6153,1747.5,306.4063,1716.0937,342.7918,1683.7082,379.1772,1651.3228,414.6839,1616.8161,450.948,1585.552,485.7477,1550.7523,521.5473,1516.9527,553.2256,1480.2744,586.3182,1444.1818,622.1178,1410.3822,658.5033,1377.9967,693.7674,1345.7326,728.8599,1311.6401,762.9524,1276.5476,798.045,1242.455,833.1375,1208.3625,868.9371,1174.5629,903.3226,1140.1774,938.4151,1106.0849,974.0934,1073.4066,1009.5,1040.6157,1044.8643,1006.6357,1080.9568,973.5432,1117.0494,940.4506,1153.4348,908.0652,1190.9918,878.5082,1227.6701,846.8299,1263.1769,812.3231,1298.5623,778.9377,1331.2406,743.2594,1365.3331,708.1669,1399.0115,673.4885,1433.3969,639.1031,1468.0752,605.4248,1501.4606,570.0394,1534.139,534.361,1568.9386,499.5614,1602.324,464.176,1634.7095,427.7905,1667.802,391.698,1701.6016,355.8984,1736.9871,322.5129,1771.3725,288.1275,1804.0508,252.4492,1837.022,217.478,1870.5,181.5451
Chaetium bromoides_0002_Layer 3.jpg,Chaetium_bromoides,113.25,820.75,105.074,785.426,120.8404,769.6596,135.8997,753.6003,151.959,738.541,165.6041,721.8959,180.9563,706.5437,195.5,691.4424,210.1252,676.3748,226.1845,661.3155,241.5367,645.9633,257.1818,631.3182,272.8268,616.6732,286.7648,600.7352,302.4099,586.0901,317.7621,570.7379,333.5285,554.9715,347.8807,538.6193,362.2329,522.2671,378.5851,507.9149,394.816,494.684,411.4611,481.0389,428.9848,469.5152,445.6299,455.8701,462.5679,442.9321,479.7154,430.5,495.7368,416.7632,512.3818,403.1182,529.0269,389.4731,545.5362,375.5,562.3171,362.1829,579.775,350.5,596.7789,337.7211,613.4239,324.0761,631.2406,313.2594,647.8857,299.6143,663.8237,285.6763,678.7617,270.7383,695.9925,258.5075,712.9017,245.5,728.9898,230.5102,745.342,216.158,761.4013,201.0987,776.3393,186.1607,792.9779,172.5,809.6295,158.8705,824.9817,143.5183,842.2125,131.2875,858.7987,117.5,875.2098,103.2902,892.4407,91.0593,908.5,79.0,148.7114,832.7886,163.9081,818.5919,178.8119,803.6881,194.4229,789.0771,211.3267,776.1733,226.9376,761.5624,243.5485,747.9515,259.8665,733.6335,275.1846,718.3154,291.0884,704.4116,306.5747,689.5,321.3102,674.1898,336.9211,659.5789,352.9463,644.5537,368.9714,629.5286,383.8752,614.6248,400.0719,601.4281,415.5515,586.5,429.8795,571.6205,446.4905,558.0095,462.3943,544.1057,476.0052,527.4948,491.7374,511.7626,507.0554,496.4446,523.3735,482.1265,538.9844,467.5156,554.8882,453.6118,570.2062,438.2938,584.8171,422.6829,600.8423,407.6577,617.1603,393.3397,633.1854,378.3146,648.5035,362.9965,664.1144,348.3856,679.4324,333.0676,694.4575,317.0425,709.4827,301.0173,724.0936,285.4064,739.1679,269.5,752.3154,253.1846,766.9263,237.5737,780.5,221.5331,794.4411,205.0589,808.052,188.448,821.9558,172.5442,836.8596,157.6404,851.7634,142.7366,866.6672,127.8328,881.2782,112.2218,895.5962,95.9038
Chaetobromus_0000_Layer 1.jpg,Chaetobromus_involucratus,143.75,1107.25,152.1699,1076.3301,170.6326,1055.8674,191.0954,1037.4046,211.2652,1018.2348,229.728,997.772,248.4836,978.0164,268.6535,958.8465,287.702,939.798,307.8719,920.6281,327.7489,900.7511,347.6258,880.8742,367.5028,860.9972,387.3798,841.1202,407.5496,821.9504,428.0124,803.4876,448.1823,784.3177,468.0592,764.4408,486.522,743.978,507.2776,726.2224,527.1546,706.3454,547.3245,687.1755,567.373,669.127,585.1286,648.3714,605.0056,628.4944,625.7613,610.7387,646.224,592.276,666.3939,573.1061,686.2708,553.2292,704.7336,532.7664,725.1964,514.3036,745.0733,494.4267,765.2432,475.2568,782.9988,454.5012,802.8758,434.6242,822.7528,414.7472,842.9226,395.5774,861.2641,376.2359,880.4339,356.0661,899.8967,336.6033,919.5,317.1988,939.2364,297.2636,958.285,278.215,977.3335,259.1665,997.7962,240.7038,1018.259,222.241,1039.0147,204.4853,1057.4774,184.0226,1077.9402,165.5598,1098.5698,147.5,1119.1586,129.3414,1139.5,113.0,174.9969,1099.5031,194.9081,1079.5919,214.8192,1059.6808,234.7303,1039.7697,253.813,1020.687,272.31,1000.19,290.8069,979.6931,309.3038,959.1962,329.8007,940.6993,348.5906,920.9094,367.3804,901.1196,387.2915,881.2085,407.2027,861.2973,427.1138,841.3862,447.6107,822.8893,467.5219,802.9781,487.433,783.067,505.9299,762.5701,525.0126,743.4874,544.9238,723.5762,563.2994,704.2006,583.2105,684.2895,603.1216,664.3784,623.6186,645.8814,642.1155,625.3845,659.9053,604.5947,680.4022,586.0978,700.485,568.015,719.5,548.3185,739.1859,528.3141,759.3899,509.1101,780.1798,491.3202,799.6767,471.8233,818.8807,451.6193,837.3776,431.1224,855.8746,410.6254,874.6644,390.8356,895.1613,372.3387,912.9511,351.5489,932.1552,331.3448,950.6521,310.8479,970.5632,290.9368,991.0601,272.4399,1009.5571,251.9429,1029.054,232.446,1048.8438,213.6562,1068.0478,193.4522,1086.4234,174.0766,1104.2133,153.2867,1123.0031,133.4969
Chaetobromus_0001_Layer 2.jpg,Chaetobromus_involucratus,72.5,664.0,75.3716,643.1284,87.8289,632.6711,98.2863,620.2137,110.572,607.928,122.4436,596.0564,134.7294,583.7706,147.5,572.8572,158.4725,560.0275,170.7583,547.7417,182.337,535.163,194.9156,523.5844,207.699,512.5,220.6588,501.8412,233.5303,490.9697,245.109,478.391,255.2734,465.2266,266.145,452.355,278.5,441.2695,290.7668,430.7332,302.6384,418.8616,314.2171,406.2829,326.3815,395.1185,338.6673,382.8327,351.246,371.254,363.1662,359.5,375.9891,348.5109,388.2749,336.2251,400.4393,325.0607,413.5,314.8532,425.4753,303.0247,437.054,290.446,447.9256,277.5744,460.7971,266.7029,471.6687,253.8313,483.126,242.374,495.4118,230.0882,507.2834,218.2166,518.7407,206.7593,531.1981,196.3019,543.4839,184.0161,554.3554,171.1446,565.8128,159.6872,579.2701,150.2299,589.3133,138.1867,601.1848,126.3152,614.3493,116.1507,626.5137,104.9863,639.0924,93.4076,650.964,81.536,662.8355,69.6645,675.0,60.5,91.9908,660.5092,105.2669,650.5,118.0938,639.4062,130.7059,627.7941,143.0252,615.4748,154.9302,603.5698,167.2495,591.2505,179.1545,579.3455,190.4984,567.5,202.1362,556.3638,213.627,544.873,225.2391,532.2609,237.8513,520.6487,249.0492,508.4508,259.8329,496.6671,271.7379,484.7621,283.3501,472.1499,295.9622,460.5378,307.1602,448.3398,319.7723,436.7277,331.3844,424.1156,343.7037,411.7963,356.3158,400.1842,367.928,387.572,379.5401,374.9599,392.1523,363.3477,404.4715,351.0285,415.5325,338.5,427.8674,327.6326,439.4795,315.0205,451.0917,302.4083,463.4109,290.0891,474.3159,277.1841,485.8068,265.6932,497.0047,253.4953,509.4581,241.5,522.229,230.271,533.8411,217.6589,544.9177,206.5823,556.8228,194.6772,568.0207,182.4793,579.6328,169.8672,591.1749,158.5,601.9074,146.5926,614.3982,136.1018,623.889,122.611,635.3799,111.1201,646.992,98.508,658.6041,85.8959,669.5092,72.9908
Chaetobromus_0002_Layer 3 - Copy.jpg,Chaetobromus_involucratus,53.75,655.75,53.6232,632.8768,66.0393,622.4607,78.1626,611.3374,88.5787,598.9213,99.7019,586.7981,110.7038,575.7962,122.1199,564.3801,134.2431,553.2569,146.0735,541.4265,158.0754,531.4246,169.9057,519.5943,181.3218,508.1782,193.0308,497.4692,205.154,486.346,216.8063,475.5,227.2791,463.2209,238.9882,452.5118,250.8185,440.6815,262.2346,429.2654,274.3578,418.1422,286.1881,406.3119,298.3114,395.1886,310.6146,384.5,321.8507,372.6493,333.2668,361.2332,344.6829,349.8171,355.9685,339.5,367.8081,327.6919,379.1028,317.3972,390.1047,306.3953,402.3224,295.5,414.2299,285.2701,426.3531,274.1469,438.0621,263.4379,449.064,252.436,461.4801,242.0199,473.3104,230.1896,485.1408,218.3592,496.9711,206.5289,507.5,194.1595,518.8033,182.6967,530.6337,170.8663,543.0498,160.4502,554.0517,149.4483,565.2473,137.5,576.5,125.8713,588.0101,114.5,600.1303,103.3697,612.2536,92.2464,624.3768,81.1232,636.5,73.0,77.6651,656.5,88.9406,644.5594,101.118,633.382,111.5883,620.9117,122.7657,608.7343,132.748,596.5,142.8779,584.6221,153.934,573.566,166.1114,562.3886,176.4604,551.0396,188.3449,539.1551,199.8152,527.6848,211.2855,516.2145,223.17,504.33,233.6403,491.8597,244.5706,480.5,255.0453,469.4547,267.2228,458.2772,277.8086,447.5,288.6278,435.8722,299.391,424.109,311.5684,412.9316,322.7458,400.7542,334.6303,388.8697,346.5149,376.9851,358.3994,365.1006,369.8697,353.6303,380.34,341.16,391.7317,329.5,401.1592,317.3408,412.5,305.231,422.8069,292.6931,434.2772,281.2228,445.4547,269.0453,456.6321,256.8679,469.1024,246.3976,479.8656,234.6344,491.043,222.457,503.2204,211.2796,515.1049,199.3951,526.161,188.339,536.9242,176.5758,548.5,164.5635,560.279,153.221,569.9208,141.5792,582.0982,130.4018,592.1543,118.3457,604.9175,108.5825,615.2665,97.2335,626.4439,85.0561
Chaetobromus_0002_Layer 3.jpg,Chaetobromus_involucratus,53.75,655.75,53.6232,632.8768,66.0393,622.4607,78.1626,611.3374,88.5787,598.9213,99.7019,586.7981,110.7038,575.7962,122.1199,564.3801,134.2431,553.2569,146.0735,541.4265,158.0754,531.4246,169.9057,519.5943,181.3218,508.1782,193.0308,497.4692,205.154,486.346,216.8063,475.5,227.2791,463.2209,238.9882,452.5118,250.8185,440.6815,262.2346,429.2654,274.3578,418.1422,286.1881,406.3119,298.3114,395.1886,310.6146,384.5,321.8507,372.6493,333.2668,361.2332,344.6829,349.8171,355.9685,339.5,367.8081,327.6919,379.1028,317.3972,390.1047,306.3953,402.3224,295.5,414.2299,285.2701,426.3531,274.1469,438.0621,263.4379,449.064,252.436,461.4801,242.0199,473.3104,230.1896,485.1408,218.3592,496.9711,206.5289,507.5,194.1595,518.8033,182.6967,530.6337,170.8663,543.0498,160.4502,554.0517,149.4483,565.2473,137.5,576.5,125.8713,588.0101,114.5,600.1303,103.3697,612.2536,92.2464,624.3768,81.1232,636.5,73.0,77.6651,656.5,88.9406,644.5594,101.118,633.382,111.5883,620.9117,122.7657,608.7343,132.748,596.5,142.8779,584.6221,153.934,573.566,166.1114,562.3886,176.4604,551.0396,188.3449,539.1551,199.8152,527.6848,211.2855,516.2145,223.17,504.33,233.6403,491.8597,244.5706,480.5,255.0453,469.4547,267.2228,458.2772,277.8086,447.5,288.6278,435.8722,299.391,424.109,311.5684,412.9316,322.7458,400.7542,334.6303,388.8697,346.5149,376.9851,358.3994,365.1006,369.8697,353.6303,380.34,341.16,391.7317,329.5,401.1592,317.3408,412.5,305.231,422.8069,292.6931,434.2772,281.2228,445.4547,269.0453,456.6321,256.8679,469.1024,246.3976,479.8656,234.6344,491.043,222.457,503.2204,211.2796,515.1049,199.3951,526.161,188.339,536.9242,176.5758,548.5,164.5635,560.279,153.221,569.9208,141.5792,582.0982,130.4018,592.1543,118.3457,604.9175,108.5825,615.2665,97.2335,626.4439,85.0561
Chaetobromus_0003_Layer 4.jpg,Chaetobromus_involucratus,43.5,646.0,40.257,621.243,52.2212,611.2788,63.8924,600.6076,75.5,591.0815,86.1136,579.3864,97.492,568.008,108.8704,556.6296,120.2487,545.2513,132.2129,535.2871,143.8841,524.6159,155.5554,513.9446,165.5,501.9724,176.7766,491.7234,187.7407,480.7593,199.7049,470.7951,210.3761,459.1239,222.3403,449.1597,231.5973,436.9027,242.2686,425.2314,253.9149,414.5,264.2784,403.5,275.7468,393.7532,285.5,382.2875,295.968,370.532,307.9321,360.5679,318.8963,349.6037,330.1533,339.3467,340.8246,327.6754,352.7887,317.7113,362.7529,305.7471,373.5,295.2789,384.267,284.233,394.8169,273.6831,406.1953,262.3047,416.1594,250.3406,428.1236,240.3764,439.7948,229.7052,451.759,219.741,463.4302,209.0698,473.6873,197.8127,485.0656,186.4344,496.0298,175.4702,506.4056,164.5,518.251,154.249,530.2151,144.2849,541.8864,133.6136,552.8505,122.6495,564.1521,112.5,575.7788,101.7212,587.743,91.757,600.0,82.5,66.4913,647.5,76.9876,636.5124,88.335,626.165,98.3895,614.1105,109.151,602.349,119.5,590.4165,129.9671,578.5329,140.3145,567.1855,152.3689,557.1311,163.1305,545.3695,174.5992,533.9008,183.9466,521.5534,194.5,509.7056,204.0785,497.5,214.6958,486.8042,225.7503,475.7497,235.8047,463.6953,247.1521,453.3479,258.2066,442.2934,269.9682,431.5318,280.0226,419.4774,292.0771,409.4229,301.5,397.6926,312.3576,387.1424,323.4121,376.0879,334.1737,364.3263,344.8139,353.6861,354.8684,341.6316,366.9229,331.5771,377.6845,319.8155,389.1532,308.3468,399.7934,297.7066,410.1991,286.5,422.1953,276.3047,433.5426,265.9574,444.1829,255.3171,454.9445,243.5555,465.5847,232.9153,475.6392,220.8608,487.1079,209.3921,497.7482,198.7518,509.1351,188.5,518.7358,176.7642,530.4974,166.0026,541.966,154.534,552.7276,142.7724,564.1963,131.3037,573.5437,118.9563,584.3053,107.1947,595.0668,95.4332
Chaetobromus_0004_Layer 5.jpg,Chaetobromus_involucratus,30.0,585.5,27.3441,574.1559,36.8095,564.6905,44.5678,553.9322,53.047,543.5,62.7916,534.7084,72.9641,525.5359,82.4295,516.0705,90.895,505.605,100.9239,497.5,109.4116,487.0884,119.2912,477.2088,128.7566,467.7434,137.9292,457.5708,145.5,447.3206,154.3245,438.1755,164.2041,428.2959,174.0838,418.4162,182.8421,408.6579,193.0146,399.4854,202.1871,389.3129,211.3371,380.5,221.7038,371.7962,228.755,360.745,238.8062,352.6938,248.9787,343.5213,259.737,335.763,269.6167,325.8833,279.4963,316.0037,289.3759,306.1241,299.5485,296.9515,309.4281,287.0719,319.3077,277.1923,329.6792,268.5,338.9457,258.5543,349.1182,249.3818,358.9978,239.5022,368.8775,229.6225,378.7571,219.7429,388.6368,209.8632,398.5164,199.9836,407.9818,190.5182,417.7401,181.7599,427.6198,171.8802,437.7923,162.7077,448.2577,154.2423,458.4302,145.0698,468.3099,135.1901,477.4824,125.0176,487.362,115.138,497.5346,105.9654,508.0,97.5,40.6426,577.8574,49.9924,568.5076,60.3421,560.1579,70.2777,552.2223,80.9203,544.5797,89.27,534.23,99.034,524.466,108.798,514.702,119.1477,506.3523,127.7035,496.5,136.6123,487.5,146.7827,478.7173,156.5467,468.9533,165.6036,458.8964,173.9533,448.5467,182.4286,438.5,191.9457,429.5543,201.0025,419.4975,210.0594,409.4406,218.9949,400.5051,228.3447,391.1553,238.1086,381.3914,247.8726,371.6274,257.2223,362.2777,266.9863,352.5137,276.7503,342.7497,286.5142,332.9858,296.2782,323.2218,306.6279,314.8721,316.3919,305.1081,326.1558,295.3442,335.2127,285.2873,344.2695,275.2305,353.3264,265.1736,362.3832,255.1168,372.0259,246.4741,380.3756,236.1244,390.1396,226.3604,399.4893,217.0107,408.5462,206.9538,416.8959,196.6041,426.6599,186.8401,435.7168,176.7832,445.4807,167.0193,454.5376,156.9624,464.3015,147.1985,472.6513,136.8487,481.7081,126.7919,491.4721,117.0279,501.236,107.264
